@HD	VN:1.6
@SQ	SN:20	LN:63025520	M5:0dec9660ec1efaaf33281c0d5ea2560f	UR:file:/storage/zhenghoufengLab/chenxiang/reference/hg19_genome/hg19_chr20.fa
CONTIG	START	END	GC_CONTENT
20	1148422	1148921	0.420000
20	1148922	1149421	0.420000
20	1149422	1149921	0.472000
20	1149922	1150421	0.510000
20	1150422	1150921	0.466000
20	1150922	1151421	0.430000
20	1151422	1151921	0.528000
20	1151922	1152421	0.562000
20	1152422	1152921	0.518000
20	1152922	1153140	0.401826
20	1160954	1161453	0.552000
20	1161454	1161953	0.608000
20	1161954	1162453	0.578000
20	1162454	1162481	0.500000
20	1164164	1164663	0.458000
20	1164664	1165163	0.528000
20	1165164	1165550	0.620155
20	1165551	1166050	0.798000
20	1166051	1166550	0.750000
20	1166551	1166814	0.625000
20	1183847	1184346	0.446000
20	1184347	1184545	0.567839
20	1187262	1187761	0.570000
20	1187762	1188261	0.464000
20	1188262	1188761	0.456000
20	1188762	1189173	0.402913
20	1206513	1207012	0.760000
20	1207013	1207074	0.629032
20	1208815	1209314	0.302000
20	1209315	1209491	0.305085
20	1210273	1210772	0.304000
20	1210773	1210903	0.343511
20	1211919	1212418	0.290000
20	1212419	1212513	0.284211
20	1214478	1214977	0.296000
20	1214978	1215085	0.351852
20	1218437	1218936	0.324000
20	1218937	1219108	0.267442
20	1219705	1220204	0.346000
20	1220205	1220301	0.360825
20	1220714	1221213	0.328000
20	1221214	1221328	0.504348
20	1223012	1223511	0.438000
20	1223512	1223614	0.233010
20	1223615	1224090	0.300420
20	1224439	1224938	0.360000
20	1224939	1225064	0.317460
20	1226603	1227102	0.320000
20	1227103	1227199	0.257732
20	1229019	1229518	0.326000
20	1229519	1229597	0.405063
20	1234662	1235161	0.344000
20	1235162	1235395	0.384615
20	1246687	1247169	0.681159
20	1247170	1247654	0.659794
20	1275344	1275843	0.590000
20	1275844	1275872	0.551724
20	1276169	1276668	0.588000
20	1276669	1277168	0.622000
20	1277169	1277315	0.442177
20	1277538	1278037	0.632000
20	1278038	1278146	0.385321
20	1280955	1281454	0.626000
20	1281455	1281605	0.615894
20	1285271	1285770	0.568000
20	1285771	1286270	0.652000
20	1286271	1286770	0.680000
20	1286771	1287270	0.598000
20	1287271	1287770	0.600000
20	1287771	1288270	0.582000
20	1288271	1288770	0.596000
20	1288771	1289270	0.630000
20	1289271	1289770	0.594000
20	1289771	1290221	0.567627
20	1290304	1290803	0.490000
20	1290804	1291291	0.602459
20	1291292	1291785	0.589069
20	1292730	1293191	0.593074
20	1293192	1293656	0.600000
20	1293733	1294232	0.716000
20	1294233	1294567	0.501493
20	1298711	1299210	0.500000
20	1299211	1299312	0.529412
20	1299983	1300482	0.622000
20	1300483	1300553	0.535211
20	1300756	1301255	0.560000
20	1301256	1301329	0.418919
20	1305736	1306235	0.598000
20	1306236	1306449	0.546729
20	1306450	1306763	0.573248
20	1309478	1309977	0.578000
20	1309978	1310033	0.482143
20	1349370	1349869	0.502000
20	1349870	1350369	0.416000
20	1350370	1350869	0.454000
20	1350870	1350966	0.412371
20	1352105	1352604	0.412000
20	1352605	1353104	0.504000
20	1353105	1353134	0.533333
20	1353471	1353970	0.394000
20	1353971	1354072	0.441176
20	1354877	1355376	0.418000
20	1355377	1355592	0.425926
20	1355884	1356383	0.410000
20	1356384	1356497	0.517544
20	1357191	1357690	0.400000
20	1357691	1358190	0.462000
20	1358191	1358690	0.506000
20	1358691	1359190	0.448000
20	1359191	1359629	0.432802
20	1373227	1373534	0.746753
20	1373535	1374034	0.682000
20	1374035	1374066	0.468750
20	1422556	1423055	0.494000
20	1423056	1423555	0.472000
20	1423556	1424055	0.500000
20	1424056	1424555	0.496000
20	1424556	1424806	0.509960
20	1426060	1426559	0.512000
20	1426560	1426725	0.463855
20	1432887	1433386	0.486000
20	1433387	1433475	0.494382
20	1433476	1433975	0.424000
20	1433976	1434035	0.483333
20	1434607	1435106	0.474000
20	1435107	1435200	0.510638
20	1435361	1435860	0.468000
20	1435861	1436029	0.485207
20	1438590	1439089	0.446000
20	1439090	1439169	0.287500
20	1444723	1445222	0.482000
20	1445223	1445321	0.434343
20	1447114	1447613	0.748000
20	1447614	1448113	0.568000
20	1448114	1448587	0.506329
20	1454983	1455482	0.456000
20	1455483	1455982	0.526000
20	1455983	1456482	0.496000
20	1456483	1456982	0.576000
20	1456983	1457231	0.550201
20	1457732	1458231	0.500000
20	1458232	1458298	0.447761
20	1458660	1459159	0.500000
20	1459160	1459502	0.492711
20	1460094	1460593	0.460000
20	1460594	1460960	0.520436
20	1471670	1472169	0.580000
20	1472170	1472316	0.564626
20	1514646	1515145	0.384000
20	1515146	1515337	0.416667
20	1517550	1518049	0.522000
20	1518050	1518206	0.515924
20	1532086	1532585	0.406000
20	1532586	1532934	0.472779
20	1537976	1538475	0.524000
20	1538476	1538601	0.515873
20	1544778	1545277	0.414000
20	1545278	1545777	0.436000
20	1545778	1546277	0.532000
20	1546278	1546393	0.568966
20	1546548	1547047	0.578000
20	1547048	1547163	0.560345
20	1551200	1551699	0.456000
20	1551700	1552033	0.529940
20	1552115	1552614	0.552000
20	1552615	1552933	0.495298
20	1558733	1559232	0.522000
20	1559233	1559590	0.474860
20	1568955	1569454	0.524000
20	1569455	1569593	0.460432
20	1577735	1578234	0.424000
20	1578235	1578734	0.476000
20	1578735	1579178	0.524775
20	1579217	1579716	0.554000
20	1579717	1579832	0.568966
20	1584205	1584704	0.436000
20	1584705	1585038	0.535928
20	1585137	1585636	0.568000
20	1585637	1585955	0.492163
20	1591752	1592251	0.524000
20	1592252	1592609	0.474860
20	1600264	1600763	0.508000
20	1600764	1600990	0.453744
20	1609547	1610046	0.480000
20	1610047	1610532	0.534979
20	1610617	1611116	0.564000
20	1611117	1611202	0.558140
20	1613903	1614402	0.350000
20	1614403	1614616	0.439252
20	1615662	1616161	0.436000
20	1616162	1616495	0.517964
20	1616583	1617082	0.562000
20	1617083	1617401	0.479624
20	1617601	1618100	0.402000
20	1618101	1618246	0.410959
20	1626431	1626930	0.482000
20	1626931	1627430	0.514000
20	1627431	1627930	0.514000
20	1627931	1628430	0.452000
20	1628431	1628930	0.472000
20	1628931	1629369	0.425968
20	1629447	1629946	0.472000
20	1629947	1630304	0.427374
20	1638037	1638536	0.498000
20	1638537	1638675	0.482014
20	1753760	1754259	0.524000
20	1754260	1754438	0.452514
20	1754906	1755405	0.412000
20	1755406	1755561	0.358974
20	1758915	1759414	0.600000
20	1759415	1759744	0.412121
20	1760057	1760556	0.494000
20	1760557	1760642	0.511628
20	1874562	1875061	0.678000
20	1875062	1875275	0.724299
20	1875276	1875692	0.836930
20	1875802	1876301	0.714000
20	1876302	1876422	0.528926
20	1895494	1895993	0.502000
20	1895994	1896351	0.522346
20	1901790	1902289	0.526000
20	1902290	1902608	0.570533
20	1902708	1903207	0.536000
20	1903208	1903541	0.416168
20	1905159	1905658	0.514000
20	1905659	1905773	0.591304
20	1908270	1908769	0.464000
20	1908770	1908795	0.538462
20	1915110	1915609	0.424000
20	1915610	1915662	0.509434
20	1917715	1918214	0.578000
20	1918215	1918714	0.620000
20	1918715	1919214	0.496000
20	1919215	1919714	0.560000
20	1919715	1920214	0.540000
20	1920215	1920714	0.430000
20	1920715	1921214	0.506000
20	1921215	1921488	0.397810
20	1927605	1928104	0.578000
20	1928105	1928547	0.573363
20	1931874	1932373	0.466000
20	1932374	1932444	0.647887
20	1945999	1946498	0.462000
20	1946499	1946998	0.602000
20	1946999	1947239	0.539419
20	1959151	1959650	0.406000
20	1959651	1960150	0.452000
20	1960151	1960650	0.406000
20	1960651	1961150	0.518000
20	1961151	1961650	0.554000
20	1961651	1961854	0.534314
20	1963351	1963850	0.578000
20	1963851	1963999	0.483221
20	1972979	1973478	0.538000
20	1973479	1973702	0.401786
20	1974082	1974475	0.487310
20	1974476	1974975	0.582000
20	1974976	1975181	0.470874
20	1987327	1987826	0.486000
20	1987827	1988326	0.470000
20	1988327	1988413	0.517241
20	2082222	2082721	0.654000
20	2082722	2083071	0.680000
20	2083163	2083662	0.698000
20	2083663	2084162	0.684000
20	2084163	2084261	0.464646
20	2097061	2097560	0.516000
20	2097561	2098060	0.490000
20	2098061	2098311	0.517928
20	2124179	2124678	0.498000
20	2124679	2125178	0.510000
20	2125179	2125678	0.564000
20	2125679	2126178	0.554000
20	2126179	2126678	0.526000
20	2126679	2127178	0.572000
20	2127179	2127678	0.562000
20	2127679	2128178	0.498000
20	2128179	2128678	0.578000
20	2128679	2129178	0.444000
20	2129179	2129448	0.548148
20	2187323	2187822	0.562000
20	2187823	2188322	0.700000
20	2188323	2188415	0.752688
20	2193304	2193803	0.464000
20	2193804	2194047	0.545082
20	2276396	2276895	0.512000
20	2276896	2276966	0.450704
20	2290052	2290551	0.488000
20	2290552	2290649	0.551020
20	2290650	2291149	0.526000
20	2291150	2291313	0.481707
20	2291406	2291905	0.508000
20	2291906	2292025	0.450000
20	2293293	2293792	0.468000
20	2293793	2293922	0.530769
20	2297463	2297943	0.511435
20	2297944	2298381	0.529680
20	2306244	2306743	0.490000
20	2306744	2306848	0.580952
20	2308515	2309014	0.562000
20	2309015	2309261	0.595142
20	2312397	2312896	0.520000
20	2312897	2313206	0.545161
20	2315511	2316010	0.618000
20	2316011	2316169	0.578616
20	2320249	2320748	0.616000
20	2320749	2320856	0.500000
20	2320857	2321356	0.602000
20	2321357	2321856	0.562000
20	2321857	2321975	0.445378
20	2361296	2361795	0.538000
20	2361796	2361871	0.671053
20	2374847	2375346	0.556000
20	2375347	2375521	0.600000
20	2375589	2376088	0.576000
20	2376089	2376332	0.553279
20	2376901	2377400	0.612000
20	2377401	2377520	0.483333
20	2378313	2378812	0.576000
20	2378813	2378942	0.423077
20	2379956	2380455	0.528000
20	2380456	2380634	0.463687
20	2380701	2381200	0.598000
20	2381201	2381340	0.564286
20	2383792	2384186	0.493671
20	2384187	2384686	0.574000
20	2384687	2384719	0.303030
20	2397627	2398126	0.544000
20	2398127	2398469	0.530612
20	2410841	2411340	0.474000
20	2411341	2411392	0.557692
20	2411393	2411892	0.530000
20	2411893	2411923	0.193548
20	2412885	2413384	0.578000
20	2413385	2413649	0.509434
20	2442037	2442536	0.420000
20	2442537	2442835	0.494983
20	2443031	2443502	0.491525
20	2443503	2443713	0.459716
20	2443714	2444123	0.529268
20	2444142	2444641	0.480000
20	2444642	2444795	0.396104
20	2446103	2446602	0.504000
20	2446603	2446715	0.504425
20	2448002	2448501	0.492000
20	2448502	2448654	0.450980
20	2451083	2451582	0.654000
20	2451583	2451685	0.485437
20	2462215	2462714	0.400000
20	2462715	2463214	0.480000
20	2463215	2463714	0.506000
20	2463715	2464214	0.510000
20	2464215	2464714	0.510000
20	2464715	2465214	0.484000
20	2465215	2465552	0.387574
20	2467036	2467535	0.422000
20	2467536	2467659	0.354839
20	2472231	2472730	0.384000
20	2472731	2472980	0.408000
20	2473094	2473593	0.382000
20	2473594	2473721	0.429688
20	2473914	2474323	0.448780
20	2474324	2474823	0.474000
20	2474824	2474940	0.470085
20	2475810	2476309	0.394000
20	2476310	2476420	0.450450
20	2481051	2481550	0.494000
20	2481551	2481638	0.545455
20	2489195	2489694	0.626000
20	2489695	2490028	0.541916
20	2504850	2505349	0.588000
20	2505350	2505418	0.768116
20	2517002	2517501	0.604000
20	2517502	2517551	0.540000
20	2517664	2518163	0.570000
20	2518164	2518212	0.591837
20	2538851	2539350	0.616000
20	2539351	2539670	0.675000
20	2542253	2542752	0.606000
20	2542753	2542906	0.662338
20	2552574	2553073	0.488000
20	2553074	2553165	0.413043
20	2559541	2560040	0.440000
20	2560041	2560123	0.277108
20	2560345	2560844	0.398000
20	2560845	2560952	0.185185
20	2572705	2573204	0.396000
20	2573205	2573304	0.610000
20	2575220	2575719	0.512000
20	2575720	2575863	0.458333
20	2577546	2578045	0.512000
20	2578046	2578194	0.469799
20	2582508	2583007	0.376000
20	2583008	2583197	0.357895
20	2590814	2591313	0.502000
20	2591314	2591494	0.243094
20	2592586	2593085	0.474000
20	2593086	2593236	0.384106
20	2593589	2594088	0.476000
20	2594089	2594218	0.376923
20	2596532	2597031	0.410000
20	2597032	2597100	0.492754
20	2597467	2597966	0.574000
20	2597967	2598207	0.543568
20	2604666	2605165	0.518000
20	2605166	2605292	0.472441
20	2616321	2616820	0.460000
20	2616821	2616900	0.300000
20	2617869	2618368	0.460000
20	2618369	2618487	0.462185
20	2621529	2622028	0.552000
20	2622029	2622528	0.530000
20	2622529	2622680	0.532895
20	2633027	2633365	0.764012
20	2633366	2633750	0.696104
20	2633751	2634250	0.526000
20	2634251	2634289	0.435897
20	2634607	2634995	0.485861
20	2634996	2635307	0.503205
20	2635308	2635652	0.524638
20	2635653	2635907	0.509804
20	2635908	2636199	0.541096
20	2636200	2636485	0.503497
20	2636486	2636953	0.581197
20	2636954	2637232	0.519713
20	2637233	2637379	0.517007
20	2637380	2637562	0.508197
20	2637563	2637691	0.465116
20	2637692	2637941	0.500000
20	2637942	2638354	0.503632
20	2638355	2638854	0.444000
20	2638855	2639039	0.491892
20	2639040	2639539	0.548000
20	2639540	2639571	0.468750
20	2639572	2640064	0.529412
20	2640065	2640287	0.515695
20	2640288	2640557	0.603704
20	2640558	2640865	0.535714
20	2640866	2641056	0.518325
20	2641057	2641289	0.536481
20	2641290	2641514	0.546667
20	2641515	2641865	0.481481
20	2643841	2644258	0.473684
20	2644259	2644487	0.602620
20	2644488	2644724	0.624473
20	2644725	2645119	0.562025
20	2673175	2673674	0.848000
20	2673675	2674044	0.843243
20	2674056	2674555	0.746000
20	2674556	2674678	0.756098
20	2685972	2686471	0.590000
20	2686472	2686499	0.500000
20	2686500	2686768	0.605948
20	2686769	2687160	0.584184
20	2688342	2688841	0.634000
20	2688842	2688916	0.533333
20	2689969	2690468	0.648000
20	2690469	2690538	0.628571
20	2728944	2729443	0.580000
20	2729444	2729526	0.457831
20	2729796	2730214	0.653938
20	2730215	2730445	0.692641
20	2730446	2730869	0.662736
20	2732095	2732500	0.645320
20	2732501	2732682	0.747253
20	2732683	2732955	0.794872
20	2732956	2733441	0.753086
20	2736022	2736521	0.658000
20	2736522	2736720	0.633166
20	2739304	2739771	0.604701
20	2739772	2740271	0.622000
20	2740272	2740771	0.610000
20	2740772	2741004	0.605150
20	2774469	2774968	0.580000
20	2774969	2775129	0.559006
20	2775130	2775535	0.509852
20	2775672	2776153	0.570539
20	2776154	2776584	0.621810
20	2776585	2776849	0.592453
20	2776850	2777130	0.640569
20	2777131	2777473	0.597668
20	2777474	2777788	0.552381
20	2777789	2778238	0.622222
20	2778363	2778750	0.605670
20	2778751	2779005	0.607843
20	2779006	2779277	0.606618
20	2779278	2779777	0.580000
20	2779778	2779789	0.416667
20	2780796	2781295	0.712000
20	2781296	2781523	0.732456
20	2795382	2795881	0.586000
20	2795882	2796136	0.635294
20	2796137	2796636	0.574000
20	2796637	2796711	0.600000
20	2796712	2797106	0.607595
20	2797107	2797606	0.662000
20	2797607	2798106	0.578000
20	2798107	2798606	0.470000
20	2798607	2799106	0.490000
20	2799107	2799606	0.516000
20	2799607	2800106	0.518000
20	2800107	2800606	0.512000
20	2800607	2801106	0.432000
20	2801107	2801180	0.689189
20	2815710	2816209	0.514000
20	2816210	2816519	0.545161
20	2816520	2817019	0.570000
20	2817020	2817210	0.486911
20	2818627	2819126	0.572000
20	2819127	2819182	0.535714
20	2819183	2819440	0.569767
20	2819441	2819782	0.608187
20	2819783	2820167	0.571429
20	2820184	2820683	0.566000
20	2820684	2820717	0.676471
20	2820718	2821217	0.728000
20	2821218	2821321	0.759615
20	2821322	2821492	0.690058
20	2821493	2821992	0.656000
20	2821993	2822047	0.400000
20	2840114	2840576	0.559395
20	2840577	2840840	0.583333
20	2840841	2841053	0.577465
20	2841054	2841316	0.581749
20	2841317	2841562	0.573171
20	2841563	2841804	0.557851
20	2841805	2842093	0.519031
20	2842094	2842400	0.579805
20	2842401	2842622	0.617117
20	2842623	2843000	0.592593
20	2843001	2843404	0.613861
20	2843405	2843645	0.593361
20	2843646	2843840	0.564103
20	2843841	2844294	0.563877
20	2844344	2844776	0.549654
20	2844777	2844971	0.610256
20	2844972	2845150	0.547486
20	2845151	2845461	0.569132
20	2845462	2845747	0.580420
20	2845748	2846003	0.601563
20	2846004	2846391	0.564433
20	2846607	2847018	0.507282
20	2847019	2847518	0.560000
20	2847519	2847628	0.445455
20	2853891	2854390	0.762000
20	2854391	2854656	0.718045
20	2903602	2904101	0.406000
20	2904102	2904181	0.350000
20	2928377	2928876	0.336000
20	2928877	2928920	0.363636
20	2936004	2936503	0.436000
20	2936504	2936594	0.450549
20	2944667	2945166	0.370000
20	2945167	2945246	0.237500
20	2945256	2945755	0.418000
20	2945756	2946098	0.393586
20	2955610	2956109	0.380000
20	2956110	2956137	0.178571
20	2967160	2967659	0.442000
20	2967660	2967745	0.488372
20	2968427	2968867	0.439909
20	2968868	2969367	0.460000
20	2969368	2969370	0.000000
20	2985451	2985950	0.456000
20	2985951	2986042	0.456522
20	2987739	2988238	0.386000
20	2988239	2988316	0.333333
20	2996244	2996743	0.358000
20	2996744	2996781	0.289474
20	2998211	2998710	0.448000
20	2998711	2998809	0.494949
20	3001704	3002203	0.492000
20	3002204	3002324	0.429752
20	3002449	3002948	0.560000
20	3002949	3003100	0.552632
20	3003101	3003600	0.528000
20	3003601	3003720	0.400000
20	3004867	3005366	0.462000
20	3005367	3005517	0.490066
20	3007082	3007581	0.488000
20	3007582	3007596	0.466667
20	3007597	3008093	0.492958
20	3008102	3008601	0.522000
20	3008602	3008737	0.397059
20	3015980	3016395	0.521635
20	3016396	3016837	0.549774
20	3017549	3018048	0.610000
20	3018049	3018185	0.605839
20	3018454	3018953	0.416000
20	3018954	3019453	0.494000
20	3019454	3019565	0.553571
20	3024017	3024516	0.586000
20	3024517	3024561	0.511111
20	3024803	3025269	0.625268
20	3025270	3025732	0.591793
20	3026081	3026545	0.653763
20	3026546	3026972	0.742389
20	3026973	3027212	0.737500
20	3027213	3027633	0.650831
20	3028130	3028629	0.566000
20	3028630	3029129	0.494000
20	3029130	3029146	0.529412
20	3052015	3052514	0.682000
20	3052515	3052571	0.719298
20	3052572	3052966	0.767089
20	3052967	3053413	0.626398
20	3062951	3063450	0.718000
20	3063451	3063535	0.823529
20	3063536	3064035	0.762000
20	3064036	3064074	0.666667
20	3064950	3065449	0.644000
20	3065450	3065620	0.660819
20	3087306	3087805	0.610000
20	3087806	3088217	0.587379
20	3088218	3088717	0.576000
20	3088718	3089217	0.546000
20	3089218	3089717	0.482000
20	3089718	3090217	0.514000
20	3090218	3090717	0.638000
20	3090718	3091188	0.596603
20	3091189	3091613	0.534118
20	3092039	3092538	0.550000
20	3092539	3092648	0.609091
20	3095700	3096199	0.568000
20	3096200	3096362	0.533742
20	3101779	3102278	0.540000
20	3102279	3102778	0.596000
20	3102779	3103278	0.488000
20	3103279	3103480	0.455446
20	3103707	3104206	0.382000
20	3104207	3104302	0.437500
20	3116398	3116897	0.390000
20	3116898	3117054	0.356688
20	3126914	3127413	0.362000
20	3127414	3127913	0.502000
20	3127914	3128413	0.452000
20	3128414	3128913	0.414000
20	3128914	3129413	0.422000
20	3129414	3129913	0.474000
20	3129914	3130156	0.432099
